region,GCAM_commodity,year,area
South Asia,MiscCrop,1963,11.43608
South Korea,MiscCrop,1963,3.10156
Southeast Asia,MiscCrop,1963,26.32526
USA,MiscCrop,1963,35.24332
Africa_Eastern,OilCrop,1963,16.50476
Africa_Northern,OilCrop,1963,16.27032
Africa_Southern,OilCrop,1963,9.6217
Africa_Western,OilCrop,1963,62.05651
Argentina,OilCrop,1963,23.73072
Australia_NZ,OilCrop,1963,0.84607
Brazil,OilCrop,1963,11.28359
Canada,OilCrop,1963,10.34537
Central America and Caribbean,OilCrop,1963,0.92448
Central Asia,OilCrop,1963,604.63312
China,OilCrop,1963,138.38738
Colombia,OilCrop,1963,0.639
EU-12,OilCrop,1963,244.58156
EU-15,OilCrop,1963,19.77413
Europe_Eastern,OilCrop,1963,226.73742
Europe_Non_EU,OilCrop,1963,17.40519
European Free Trade Association,OilCrop,1963,0.08498
India,OilCrop,1963,152.81
Indonesia,OilCrop,1963,8.97
Japan,OilCrop,1963,4.5287
Mexico,OilCrop,1963,4.27463
Middle East,OilCrop,1963,2.8182
Pakistan,OilCrop,1963,5.5494
Russia,OilCrop,1963,75.57914
South Africa,OilCrop,1963,5.19
South America_Northern,OilCrop,1963,0.63517
South America_Southern,OilCrop,1963,4.70907
South Asia,OilCrop,1963,5.70696
South Korea,OilCrop,1963,6.14336
Southeast Asia,OilCrop,1963,14.56769
USA,OilCrop,1963,137.32397
Africa_Eastern,OtherGrain,1963,59.01722
Africa_Northern,OtherGrain,1963,42.91633
Africa_Southern,OtherGrain,1963,16.08644
Africa_Western,OtherGrain,1963,189.41937
Argentina,OtherGrain,1963,30.7541
Australia_NZ,OtherGrain,1963,24.61333
Brazil,OtherGrain,1963,0.92361
Canada,OtherGrain,1963,65.83179
Central America and Caribbean,OtherGrain,1963,4.4835
Central Asia,OtherGrain,1963,3768.4
China,OtherGrain,1963,235.84567
Colombia,OtherGrain,1963,0.634
EU-12,OtherGrain,1963,1539.91683
EU-15,OtherGrain,1963,173.6908
Europe_Eastern,OtherGrain,1963,1413
Europe_Non_EU,OtherGrain,1963,83.03131
European Free Trade Association,OtherGrain,1963,2.84992
India,OtherGrain,1963,395.90008
Japan,OtherGrain,1963,7.113
Mexico,OtherGrain,1963,5.23876
Middle East,OtherGrain,1963,44.47901
Pakistan,OtherGrain,1963,14.043
Russia,OtherGrain,1963,471
South Africa,OtherGrain,1963,7.48
South America_Northern,OtherGrain,1963,0
South America_Southern,OtherGrain,1963,7.88421
South Asia,OtherGrain,1963,5.92711
South Korea,OtherGrain,1963,18.154
Southeast Asia,OtherGrain,1963,1.51262
USA,OtherGrain,1963,193.202
Africa_Eastern,PalmFruit,1963,0.422
Africa_Southern,PalmFruit,1963,3.0775
Africa_Western,PalmFruit,1963,35.6235
Brazil,PalmFruit,1963,1.714
Central America and Caribbean,PalmFruit,1963,1.10236
China,PalmFruit,1963,0
Colombia,PalmFruit,1963,0.0125
EU-15,PalmFruit,1963,0.04
Europe_Non_EU,PalmFruit,1963,0
India,PalmFruit,1963,7.98
Indonesia,PalmFruit,1963,11.77
Mexico,PalmFruit,1963,1.00624
Pakistan,PalmFruit,1963,0
South America_Northern,PalmFruit,1963,0.26656
South America_Southern,PalmFruit,1963,0.4
South Asia,PalmFruit,1963,4.868
Southeast Asia,PalmFruit,1963,24.81405
USA,PalmFruit,1963,0.019
Africa_Eastern,Rice,1963,8.67786
Africa_Northern,Rice,1963,4.08512
Africa_Southern,Rice,1963,2.06451
Africa_Western,Rice,1963,14.11042
Argentina,Rice,1963,0.523
Australia_NZ,Rice,1963,0.22229
Brazil,Rice,1963,37.218
Central America and Caribbean,Rice,1963,4.47713
Central Asia,Rice,1963,11.76
China,Rice,1963,284.94762
Colombia,Rice,1963,2.54
EU-12,Rice,1963,4.91558
EU-15,Rice,1963,2.62726
Europe_Eastern,Rice,1963,4.41
Europe_Non_EU,Rice,1963,0.89271
India,Rice,1963,358.09008
Indonesia,Rice,1963,67.31
Japan,Rice,1963,32.76
Mexico,Rice,1963,1.34757
Middle East,Rice,1963,3.56254
Pakistan,Rice,1963,12.86105
Russia,Rice,1963,1.47
South Africa,Rice,1963,0.013
South America_Northern,Rice,1963,1.81777
South America_Southern,Rice,1963,2.73685
South Asia,Rice,1963,108.62575
South Korea,Rice,1963,23.1
Southeast Asia,Rice,1963,217.74932
USA,Rice,1963,7.1748
Africa_Eastern,Root_Tuber,1963,13.15195
Africa_Northern,Root_Tuber,1963,0.86568
Africa_Southern,Root_Tuber,1963,18.78112
Africa_Western,Root_Tuber,1963,61.45496
Argentina,Root_Tuber,1963,2.2125
Australia_NZ,Root_Tuber,1963,0.57897
Brazil,Root_Tuber,1963,19.80275
Canada,Root_Tuber,1963,1.16779
Central America and Caribbean,Root_Tuber,1963,3.13223
Central Asia,Root_Tuber,1963,679.867
China,Root_Tuber,1963,109.44523
Colombia,Root_Tuber,1963,2.259
EU-12,Root_Tuber,1963,303.35905
EU-15,Root_Tuber,1963,41.56713
Europe_Eastern,Root_Tuber,1963,254.94
Europe_Non_EU,Root_Tuber,1963,18.68771
European Free Trade Association,Root_Tuber,1963,0.9935
India,Root_Tuber,1963,7.93
Indonesia,Root_Tuber,1963,20.93
Japan,Root_Tuber,1963,5.699
Mexico,Root_Tuber,1963,0.69445
Middle East,Root_Tuber,1963,0.52734
Pakistan,Root_Tuber,1963,0.1375
Russia,Root_Tuber,1963,84.98
South Africa,Root_Tuber,1963,0.66391
South America_Northern,Root_Tuber,1963,0.61575
South America_Southern,Root_Tuber,1963,6.75532
South Asia,Root_Tuber,1963,2.245
South Korea,Root_Tuber,1963,2.73268
Southeast Asia,Root_Tuber,1963,10.34529
USA,Root_Tuber,1963,6.145
Africa_Eastern,SugarCrop,1963,1.46267
Africa_Northern,SugarCrop,1963,0.6248
Africa_Southern,SugarCrop,1963,0.76908
Africa_Western,SugarCrop,1963,0.61836
Argentina,SugarCrop,1963,2.239
Australia_NZ,SugarCrop,1963,1.68981
Brazil,SugarCrop,1963,15.09011
Canada,SugarCrop,1963,0.38535
Central America and Caribbean,SugarCrop,1963,15.59904
Central Asia,SugarCrop,1963,299.84
China,SugarCrop,1963,3.60482
Colombia,SugarCrop,1963,3.16999
EU-12,SugarCrop,1963,126.00834
EU-15,SugarCrop,1963,16.04221
Europe_Eastern,SugarCrop,1963,112.44
Europe_Non_EU,SugarCrop,1963,6.22065
European Free Trade Association,SugarCrop,1963,0.06907
India,SugarCrop,1963,22.42
Indonesia,SugarCrop,1963,0.66
Japan,SugarCrop,1963,0.804
Mexico,SugarCrop,1963,3.77949
Middle East,SugarCrop,1963,0.6879
Pakistan,SugarCrop,1963,5.3391
Russia,SugarCrop,1963,37.48
South Africa,SugarCrop,1963,1.21033
South America_Northern,SugarCrop,1963,0.84087
South America_Southern,SugarCrop,1963,2.07715
South Asia,SugarCrop,1963,1.48822
Southeast Asia,SugarCrop,1963,4.48732
USA,SugarCrop,1963,8.62938
Africa_Eastern,Wheat,1963,10.62065
Africa_Northern,Wheat,1963,52.74203
Africa_Southern,Wheat,1963,1.26733
Africa_Western,Wheat,1963,0.2019
Argentina,Wheat,1963,56.76
Australia_NZ,Wheat,1963,67.58032
Brazil,Wheat,1963,7.93494
Canada,Wheat,1963,111.56
Central America and Caribbean,Wheat,1963,0.38833
Central Asia,Wheat,1963,5172.20064
China,Wheat,1963,237.64512
Colombia,Wheat,1963,1.13
EU-12,Wheat,1963,2040.94229
EU-15,Wheat,1963,174.17795
Europe_Eastern,Wheat,1963,1938.27024
Europe_Non_EU,Wheat,1963,187.8866
European Free Trade Association,Wheat,1963,1.1228
India,Wheat,1963,135.9
Japan,Wheat,1963,5.837
Mexico,Wheat,1963,8.1921
Middle East,Wheat,1963,62.33775
Pakistan,Wheat,1963,50.22
Russia,Wheat,1963,646.09008
South Africa,Wheat,1963,15.19
South America_Northern,Wheat,1963,0.02105
South America_Southern,Wheat,1963,14.40328
South Asia,Wheat,1963,25.31754
South Korea,Wheat,1963,1.67882
Southeast Asia,Wheat,1963,0.5815
USA,Wheat,1963,184.15008
Africa_Eastern,Corn,1964,24.56154
Africa_Northern,Corn,1964,11.64148
Africa_Southern,Corn,1964,43.56614
Africa_Western,Corn,1964,45.18113
Argentina,Corn,1964,29.705
Australia_NZ,Corn,1964,0.92464
Brazil,Corn,1964,81.05894
Canada,Corn,1964,2.93065
Central America and Caribbean,Corn,1964,18.65853
Central Asia,Corn,1964,409.12
China,Corn,1964,153.68015
Colombia,Corn,1964,7.716
EU-12,Corn,1964,233.31199
EU-15,Corn,1964,31.97967
Europe_Eastern,Corn,1964,153.42
Europe_Non_EU,Corn,1964,129.80457
European Free Trade Association,Corn,1964,0.03882
India,Corn,1964,46.18
Indonesia,Corn,1964,37.61
Japan,Corn,1964,0.614
Mexico,Corn,1964,74.60627
Middle East,Corn,1964,0.92412
Pakistan,Corn,1964,4.86437
Russia,Corn,1964,51.14
South Africa,Corn,1964,44.49
South America_Northern,Corn,1964,4.44835
South America_Southern,Corn,1964,13.41003
South Asia,Corn,1964,9.94665
South Korea,Corn,1964,0.85782
Southeast Asia,Corn,1964,29.66633
USA,Corn,1964,226.41536
Africa_Eastern,FiberCrop,1964,14.98029
Africa_Northern,FiberCrop,1964,7.11511
Africa_Southern,FiberCrop,1964,10.47215
Africa_Western,FiberCrop,1964,11.73861
Argentina,FiberCrop,1964,5.22746
Australia_NZ,FiberCrop,1964,0.16103
Brazil,FiberCrop,1964,26.74795
Central America and Caribbean,FiberCrop,1964,4.07749
Central Asia,FiberCrop,1964,322.4
China,FiberCrop,1964,50.72824
Colombia,FiberCrop,1964,1.5
EU-12,FiberCrop,1964,124.21827
EU-15,FiberCrop,1964,5.26469
Europe_Eastern,FiberCrop,1964,120.9
Europe_Non_EU,FiberCrop,1964,7.79323
India,FiberCrop,1964,91.131
Indonesia,FiberCrop,1964,0.162
Japan,FiberCrop,1964,0.0907
Mexico,FiberCrop,1964,10.2036
Middle East,FiberCrop,1964,7.32644
Pakistan,FiberCrop,1964,14.668
Russia,FiberCrop,1964,40.3
South Africa,FiberCrop,1964,0.54
South America_Northern,FiberCrop,1964,0.592
South America_Southern,FiberCrop,1964,3.29698
South Asia,FiberCrop,1964,8.39945
South Korea,FiberCrop,1964,0.50176
Southeast Asia,FiberCrop,1964,3.66388
USA,FiberCrop,1964,56.88
Africa_Eastern,FodderHerb,1964,0.32
Africa_Northern,FodderHerb,1964,0.2158
Australia_NZ,FodderHerb,1964,0.00405
Central Asia,FodderHerb,1964,116
EU-12,FodderHerb,1964,45.46961
EU-15,FodderHerb,1964,1.69502
Europe_Eastern,FodderHerb,1964,43.5
Europe_Non_EU,FodderHerb,1964,3.83955
Mexico,FodderHerb,1964,0
Middle East,FodderHerb,1964,0.87949
Russia,FodderHerb,1964,14.5
Africa_Eastern,MiscCrop,1964,36.54991
Africa_Northern,MiscCrop,1964,20.7641
Africa_Southern,MiscCrop,1964,20.53165
Africa_Western,MiscCrop,1964,59.0972
Argentina,MiscCrop,1964,5.16652
Australia_NZ,MiscCrop,1964,2.6934
Brazil,MiscCrop,1964,80.68119
Canada,MiscCrop,1964,2.57008
Central America and Caribbean,MiscCrop,1964,21.60573
Central Asia,MiscCrop,1964,1030.2
China,MiscCrop,1964,131.92335
Colombia,MiscCrop,1964,10.73469
EU-12,MiscCrop,1964,457.94798
EU-15,MiscCrop,1964,118.75039
Europe_Eastern,MiscCrop,1964,386.325
Europe_Non_EU,MiscCrop,1964,104.85559
European Free Trade Association,MiscCrop,1964,0.33268
India,MiscCrop,1964,256.97062
Indonesia,MiscCrop,1964,13.4505
Japan,MiscCrop,1964,9.5082
Mexico,MiscCrop,1964,31.82149
Middle East,MiscCrop,1964,16.89449
Pakistan,MiscCrop,1964,20.40113
Russia,MiscCrop,1964,128.775
South Africa,MiscCrop,1964,4.52228
South America_Northern,MiscCrop,1964,5.07933
South America_Southern,MiscCrop,1964,13.21961
South Asia,MiscCrop,1964,11.63746
South Korea,MiscCrop,1964,3.6524
Southeast Asia,MiscCrop,1964,26.97632
USA,MiscCrop,1964,34.69283
Africa_Eastern,OilCrop,1964,16.33234
Africa_Northern,OilCrop,1964,15.96945
Africa_Southern,OilCrop,1964,9.63813
Africa_Western,OilCrop,1964,61.59481
Argentina,OilCrop,1964,23.2507
Australia_NZ,OilCrop,1964,1.06641
Brazil,OilCrop,1964,12.09687
Canada,OilCrop,1964,12.76158
Central America and Caribbean,OilCrop,1964,0.9272
Central Asia,OilCrop,1964,632.6016
China,OilCrop,1964,149.14384
Colombia,OilCrop,1964,0.732
EU-12,OilCrop,1964,255.54948
EU-15,OilCrop,1964,20.47126
Europe_Eastern,OilCrop,1964,237.2256
Europe_Non_EU,OilCrop,1964,18.31421
European Free Trade Association,OilCrop,1964,0.09267
India,OilCrop,1964,158.17
Indonesia,OilCrop,1964,9.5
Japan,OilCrop,1964,4.1423
Mexico,OilCrop,1964,4.39953
Middle East,OilCrop,1964,3.21444
Pakistan,OilCrop,1964,5.446
Russia,OilCrop,1964,79.0752
South Africa,OilCrop,1964,5.35
South America_Northern,OilCrop,1964,0.70927
South America_Southern,OilCrop,1964,4.59328
South Asia,OilCrop,1964,5.25981
South Korea,OilCrop,1964,6.1215
Southeast Asia,OilCrop,1964,13.39496
USA,OilCrop,1964,143.85267
Africa_Eastern,OtherGrain,1964,59.0004
Africa_Northern,OtherGrain,1964,35.95677
Africa_Southern,OtherGrain,1964,16.3513
Africa_Western,OtherGrain,1964,185.88128
Argentina,OtherGrain,1964,31.0041
Australia_NZ,OtherGrain,1964,25.08547
Brazil,OtherGrain,1964,0.8605
Canada,OtherGrain,1964,57.60452
Central America and Caribbean,OtherGrain,1964,4.46156
Central Asia,OtherGrain,1964,3941.37064
China,OtherGrain,1964,217.87695
Colombia,OtherGrain,1964,0.82
EU-12,OtherGrain,1964,1602.68771
EU-15,OtherGrain,1964,167.74356
Europe_Eastern,OtherGrain,1964,1477.83024
Europe_Non_EU,OtherGrain,1964,82.57204
European Free Trade Association,OtherGrain,1964,2.92749
India,OtherGrain,1964,397.27008
Japan,OtherGrain,1964,6.1033
Mexico,OtherGrain,1964,5.82675
Middle East,OtherGrain,1964,43.28977
Pakistan,OtherGrain,1964,16.724
Russia,OtherGrain,1964,492.61008
South Africa,OtherGrain,1964,6.31
South America_Northern,OtherGrain,1964,0.00985
South America_Southern,OtherGrain,1964,7.46167
South Asia,OtherGrain,1964,5.77933
South Korea,OtherGrain,1964,18.88682
Southeast Asia,OtherGrain,1964,1.53184
USA,OtherGrain,1964,177.09
Africa_Eastern,PalmFruit,1964,0.424
Africa_Southern,PalmFruit,1964,3.1875
Africa_Western,PalmFruit,1964,35.629
Brazil,PalmFruit,1964,1.749
Central America and Caribbean,PalmFruit,1964,1.08971
China,PalmFruit,1964,0
Colombia,PalmFruit,1964,0.0135
EU-15,PalmFruit,1964,0.04
Europe_Non_EU,PalmFruit,1964,0
India,PalmFruit,1964,8.48
Indonesia,PalmFruit,1964,11.84
Mexico,PalmFruit,1964,1.01241
Pakistan,PalmFruit,1964,0
South America_Northern,PalmFruit,1964,0.27628
South America_Southern,PalmFruit,1964,0.44783
South Asia,PalmFruit,1964,4.864
Southeast Asia,PalmFruit,1964,25.87463
USA,PalmFruit,1964,0.021
Africa_Eastern,Rice,1964,8.74391
Africa_Northern,Rice,1964,4.1031
Africa_Southern,Rice,1964,2.01856
Africa_Western,Rice,1964,15.20789
Argentina,Rice,1964,0.5402
Australia_NZ,Rice,1964,0.24038
Brazil,Rice,1964,41.82361
Central America and Caribbean,Rice,1964,4.10156
Central Asia,Rice,1964,15.28
China,Rice,1964,303.57284
Colombia,Rice,1964,3.025
EU-12,Rice,1964,6.28785
EU-15,Rice,1964,2.76207
Europe_Eastern,Rice,1964,5.73
Europe_Non_EU,Rice,1964,0.71089
India,Rice,1964,364.62
Indonesia,Rice,1964,69.8
Japan,Rice,1964,32.64
Mexico,Rice,1964,1.32594
Middle East,Rice,1964,3.886
Pakistan,Rice,1964,13.55712
Russia,Rice,1964,1.91
South Africa,Rice,1964,0.013
South America_Northern,Rice,1964,2.6942
South America_Southern,Rice,1964,2.81649
South Asia,Rice,1964,111.08014
South Korea,Rice,1964,23.9
Southeast Asia,Rice,1964,224.3161
USA,Rice,1964,7.235
Africa_Eastern,Root_Tuber,1964,12.34051
Africa_Northern,Root_Tuber,1964,0.82626
Africa_Southern,Root_Tuber,1964,18.91504
Africa_Western,Root_Tuber,1964,63.97749
Argentina,Root_Tuber,1964,2.34221
Australia_NZ,Root_Tuber,1964,0.53799
Brazil,Root_Tuber,1964,20.93718
Canada,Root_Tuber,1964,1.13218
Central America and Caribbean,Root_Tuber,1964,3.24597
Central Asia,Root_Tuber,1964,681.467
China,Root_Tuber,1964,116.79717
Colombia,Root_Tuber,1964,2.158
EU-12,Root_Tuber,1964,303.33592
EU-15,Root_Tuber,1964,37.96644
Europe_Eastern,Root_Tuber,1964,255.54
Europe_Non_EU,Root_Tuber,1964,18.76419
European Free Trade Association,Root_Tuber,1964,0.94691
India,Root_Tuber,1964,7.89
Indonesia,Root_Tuber,1964,22.11
Japan,Root_Tuber,1964,5.651
Mexico,Root_Tuber,1964,0.6884
Middle East,Root_Tuber,1964,0.54004
Pakistan,Root_Tuber,1964,0.158
Russia,Root_Tuber,1964,85.18
South Africa,Root_Tuber,1964,0.63
South America_Northern,Root_Tuber,1964,0.61767
South America_Southern,Root_Tuber,1964,7.56089
South Asia,Root_Tuber,1964,2.08969
South Korea,Root_Tuber,1964,3.5898
Southeast Asia,Root_Tuber,1964,10.00915
USA,Root_Tuber,1964,5.85139
Africa_Eastern,SugarCrop,1964,1.52627
Africa_Northern,SugarCrop,1964,0.6992
Africa_Southern,SugarCrop,1964,0.81965
Africa_Western,SugarCrop,1964,0.50216
Argentina,SugarCrop,1964,2.31
Australia_NZ,SugarCrop,1964,1.90355
Brazil,SugarCrop,1964,15.19491
Canada,SugarCrop,1964,0.40999
Central America and Caribbean,SugarCrop,1964,15.09796
Central Asia,SugarCrop,1964,328.56
China,SugarCrop,1964,5.29683
Colombia,SugarCrop,1964,3.25303
EU-12,SugarCrop,1964,137.76946
EU-15,SugarCrop,1964,17.53439
Europe_Eastern,SugarCrop,1964,123.21
Europe_Non_EU,SugarCrop,1964,6.34914
European Free Trade Association,SugarCrop,1964,0.0757
India,SugarCrop,1964,22.49
Indonesia,SugarCrop,1964,0.84
Japan,SugarCrop,1964,0.885
Mexico,SugarCrop,1964,4.45548
Middle East,SugarCrop,1964,0.85258
Pakistan,SugarCrop,1964,4.8254
Russia,SugarCrop,1964,41.07
South Africa,SugarCrop,1964,1.32856
South America_Northern,SugarCrop,1964,0.86943
South America_Southern,SugarCrop,1964,2.37215
South Asia,SugarCrop,1964,1.62225
Southeast Asia,SugarCrop,1964,4.73129
USA,SugarCrop,1964,9.66865
Africa_Eastern,Wheat,1964,10.68843
Africa_Northern,Wheat,1964,53.10753
Africa_Southern,Wheat,1964,1.22792
Africa_Western,Wheat,1964,0.21895
Argentina,Wheat,1964,61.354
Australia_NZ,Wheat,1964,73.34035
Brazil,Wheat,1964,7.33597
Canada,Wheat,1964,120.18
Central America and Caribbean,Wheat,1964,0.39497
Central Asia,Wheat,1964,5434.52064
China,Wheat,1964,253.91511
Colombia,Wheat,1964,1
EU-12,Wheat,1964,2144.16018
EU-15,Wheat,1964,181.62034
Europe_Eastern,Wheat,1964,2036.61024
Europe_Non_EU,Wheat,1964,186.53048
European Free Trade Association,Wheat,1964,1.13826
India,Wheat,1964,134.99
Japan,Wheat,1964,5.082
Mexico,Wheat,1964,8.18325
Middle East,Wheat,1964,70.13391
Pakistan,Wheat,1964,50.19
Russia,Wheat,1964,678.87008
South Africa,Wheat,1964,13.19
South America_Northern,Wheat,1964,0.02166
South America_Southern,Wheat,1964,16.15043
South Asia,Wheat,1964,25.20666
South Korea,Wheat,1964,1.79086
Southeast Asia,Wheat,1964,0.80147
USA,Wheat,1964,201.38
Africa_Eastern,Corn,1965,27.044
Africa_Northern,Corn,1965,9.61111
Africa_Southern,Corn,1965,46.01516
Africa_Western,Corn,1965,43.13926
Argentina,Corn,1965,30.623
Australia_NZ,Corn,1965,0.91618
Brazil,Corn,1965,87.71318
Canada,Corn,1965,3.29891
Central America and Caribbean,Corn,1965,18.69758
Central Asia,Corn,1965,254.16
China,Corn,1965,156.73615
Colombia,Corn,1965,8.68867
EU-12,Corn,1965,174.66494
EU-15,Corn,1965,30.83234
Europe_Eastern,Corn,1965,95.31
Europe_Non_EU,Corn,1965,135.72631
European Free Trade Association,Corn,1965,0.04356
India,Corn,1965,47.99
Indonesia,Corn,1965,26.27
Japan,Corn,1965,0.56
Mexico,Corn,1965,77.18371
Middle East,Corn,1965,0.94184
Pakistan,Corn,1965,5.4188
Russia,Corn,1965,31.77
South Africa,Corn,1965,43.06
South America_Northern,Corn,1965,4.63443
South America_Southern,Corn,1965,13.67448
South Asia,Corn,1965,10.05552
South Korea,Corn,1965,0.98798
Southeast Asia,Corn,1965,31.96669
USA,Corn,1965,226.58865
Africa_Eastern,FiberCrop,1965,15.50876
Africa_Northern,FiberCrop,1965,8.33587
Africa_Southern,FiberCrop,1965,12.2148
Africa_Western,FiberCrop,1965,11.34406
Argentina,FiberCrop,1965,5.3682
Australia_NZ,FiberCrop,1965,0.15415
Brazil,FiberCrop,1965,27.18269
Central America and Caribbean,FiberCrop,1965,4.2761
Central Asia,FiberCrop,1965,313.44
China,FiberCrop,1965,51.39695
Colombia,FiberCrop,1965,1.48
EU-12,FiberCrop,1965,120.51351
EU-15,FiberCrop,1965,4.7963
Europe_Eastern,FiberCrop,1965,117.54
Europe_Non_EU,FiberCrop,1965,7.73415
India,FiberCrop,1965,87.014
Indonesia,FiberCrop,1965,0.17
Japan,FiberCrop,1965,0.05918
Mexico,FiberCrop,1965,10.1571
Middle East,FiberCrop,1965,7.51956
Pakistan,FiberCrop,1965,15.614
Russia,FiberCrop,1965,39.18
South Africa,FiberCrop,1965,0.45
South America_Northern,FiberCrop,1965,0.65949
South America_Southern,FiberCrop,1965,3.3355
South Asia,FiberCrop,1965,10.15046
South Korea,FiberCrop,1965,0.4606
Southeast Asia,FiberCrop,1965,3.7191
USA,FiberCrop,1965,55.08787
Africa_Eastern,FodderHerb,1965,0.33
Africa_Northern,FodderHerb,1965,0.211
Australia_NZ,FodderHerb,1965,0.00405
Central Asia,FodderHerb,1965,103.44
EU-12,FodderHerb,1965,40.73361
EU-15,FodderHerb,1965,1.70395
Europe_Eastern,FodderHerb,1965,38.79
Europe_Non_EU,FodderHerb,1965,3.84
Mexico,FodderHerb,1965,0
Middle East,FodderHerb,1965,1.0614
Russia,FodderHerb,1965,12.93
Africa_Eastern,MiscCrop,1965,37.49489
Africa_Northern,MiscCrop,1965,20.64365
Africa_Southern,MiscCrop,1965,20.32139
Africa_Western,MiscCrop,1965,61.16484
Argentina,MiscCrop,1965,5.36276
Australia_NZ,MiscCrop,1965,2.74122
Brazil,MiscCrop,1965,80.91
Canada,MiscCrop,1965,2.49343
Central America and Caribbean,MiscCrop,1965,21.23718
Central Asia,MiscCrop,1965,748.26
China,MiscCrop,1965,132.62145
Colombia,MiscCrop,1965,10.76026
EU-12,MiscCrop,1965,347.85125
EU-15,MiscCrop,1965,116.55704
Europe_Eastern,MiscCrop,1965,280.5975
Europe_Non_EU,MiscCrop,1965,102.65053
European Free Trade Association,MiscCrop,1965,0.30194
India,MiscCrop,1965,248.51906
Indonesia,MiscCrop,1965,14.4005
Japan,MiscCrop,1965,9.477
Mexico,MiscCrop,1965,32.23654
Middle East,MiscCrop,1965,17.59119
Pakistan,MiscCrop,1965,21.24056
Russia,MiscCrop,1965,93.5325
South Africa,MiscCrop,1965,5.62649
